#Organism group,Host,Source type,Create date,Location,Food origin,Collection date,
Listeria monocytogenes,bovine,animal,2014-07-09T15:05:34Z,USA,Germany,1985,
E.coli and Shigella,Bovine,,2019-10-25T07:30:15Z,USA:MO,USA:MO,2019,
E.coli and Shigella,Bovine,,2019-10-25T07:30:16Z,USA:TN,USA:TN,2019,
E.coli and Shigella,Bovine,,2019-10-25T07:30:16Z,USA:ID,USA:ID,2019,
E.coli and Shigella,Bovine,,2019-10-25T07:30:16Z,USA:MD,USA:MD,2019,
E.coli and Shigella,Bovine,,2019-10-25T07:30:17Z,USA:NC,USA:NC,2019,
E.coli and Shigella,Bovine,,2019-10-25T07:30:17Z,USA:NE,USA:NE,2019,
E.coli and Shigella,Bovine,,2019-10-25T07:30:17Z,USA:CA,USA:CA,2019,
E.coli and Shigella,Bovine,,2019-10-25T07:30:17Z,USA:VA,USA:VA,2019,
E.coli and Shigella,Bovine,,2019-10-25T07:30:18Z,USA:MI,USA:MI,2019,
E.coli and Shigella,Bovine,,2019-10-25T07:30:18Z,USA:TN,USA:TN,2019,
E.coli and Shigella,Bovine,,2019-10-25T07:30:18Z,USA:UT,USA:UT,2019,
E.coli and Shigella,Bovine,,2019-10-25T07:30:18Z,USA:PA,USA:PA,2019,
E.coli and Shigella,Bovine,,2019-10-25T07:30:18Z,USA:TX,USA:TX,2019,
E.coli and Shigella,Bovine,,2019-10-25T07:30:19Z,USA:SD,USA:SD,2019,
E.coli and Shigella,Bovine,,2019-10-29T21:41:33Z,USA:WI,USA:WI,2019,
E.coli and Shigella,Bovine,,2019-10-29T21:41:34Z,USA:NE,USA:NE,2019,
E.coli and Shigella,Bovine,,2019-10-29T21:41:34Z,USA:PA,USA:PA,2019,
E.coli and Shigella,Bovine,,2019-10-29T21:41:35Z,USA:IA,USA:IA,2019,
E.coli and Shigella,Bovine,,2019-10-29T21:41:35Z,USA:WI,USA:WI,2019,
E.coli and Shigella,Bovine,,2019-10-29T21:41:35Z,USA:MN,USA:MN,2019,
E.coli and Shigella,Bovine,,2019-10-29T21:41:36Z,USA:NE,USA:NE,2019,
E.coli and Shigella,Bovine,,2019-10-29T21:41:36Z,USA:GA,USA:GA,2019,
E.coli and Shigella,Bovine,,2019-10-29T21:41:36Z,USA:IA,USA:IA,2019,
E.coli and Shigella,Bovine,,2019-10-29T21:41:38Z,USA:KS,USA:KS,2019,
E.coli and Shigella,Bovine,,2019-10-29T21:41:38Z,USA:NE,USA:NE,2019,
E.coli and Shigella,Bovine,,2019-10-29T21:41:39Z,USA:KS,USA:KS,2019,
E.coli and Shigella,Bovine,,2019-10-29T21:41:39Z,USA:CA,USA:CA,2019,
E.coli and Shigella,Bovine,,2019-10-29T21:41:39Z,USA:MI,USA:MI,2019,
E.coli and Shigella,Bovine,,2019-10-29T21:41:40Z,USA:MI,USA:MI,2019,
E.coli and Shigella,cattle,,2019-10-30T14:50:38Z,China:Shandong,,2015-07,
E.coli and Shigella,bovine,animal,2019-11-06T22:31:57Z,USA:OR,USA:OR,2019,
E.coli and Shigella,bovine,animal,2019-11-06T22:31:58Z,USA:OR,USA:OR,2019,
E.coli and Shigella,Bovine,,2019-11-10T22:30:59Z,USA:GA,USA:GA,2019,
E.coli and Shigella,Bovine,,2019-11-10T22:30:59Z,USA:MI,USA:MI,2019,
E.coli and Shigella,Bovine,,2019-11-10T22:31:02Z,USA:NJ,USA:NJ,2019,
E.coli and Shigella,Bovine,,2019-11-10T22:31:03Z,USA:AZ,USA:AZ,2019,
E.coli and Shigella,Bovine,,2019-11-10T22:31:03Z,USA:TX,USA:TX,2019,
E.coli and Shigella,Bovine,,2019-11-10T22:31:04Z,USA:KS,USA:KS,2019,
E.coli and Shigella,Bovine,,2019-11-10T22:31:06Z,USA:MI,USA:MI,2019,
E.coli and Shigella,Bovine,,2019-11-10T22:31:07Z,USA:SD,USA:SD,2019,
E.coli and Shigella,Bovine,,2019-11-10T22:31:08Z,USA:IA,USA:IA,2019,
E.coli and Shigella,Bovine,,2019-11-10T22:31:08Z,USA:CA,USA:CA,2019,
E.coli and Shigella,Bovine,,2019-11-14T22:30:33Z,USA:WI,USA:WI,2019,
E.coli and Shigella,Bovine,,2019-11-14T22:30:33Z,USA:NE,USA:NE,2019,
E.coli and Shigella,Bovine,,2019-11-14T22:30:34Z,USA:NE,USA:NE,2019,
E.coli and Shigella,Bovine,,2019-11-14T22:30:35Z,USA:ID,USA:ID,2019,
E.coli and Shigella,Bovine,,2019-11-14T22:30:35Z,USA:TX,USA:TX,2019,
E.coli and Shigella,Bovine,,2019-11-14T22:30:36Z,USA:MO,USA:MO,2019,
E.coli and Shigella,Bovine,,2019-11-14T22:30:36Z,USA:TX,USA:TX,2019,
E.coli and Shigella,Bovine,,2019-11-14T22:30:37Z,USA:TX,USA:TX,2019,
E.coli and Shigella,Bovine,,2019-11-14T22:30:37Z,USA:NE,USA:NE,2019,
E.coli and Shigella,Bovine,,2019-11-14T22:30:38Z,USA:NE,USA:NE,2019,
E.coli and Shigella,Bovine,,2019-11-14T22:30:38Z,USA:OR,USA:OR,2019,
E.coli and Shigella,Bovine,,2019-11-14T22:30:38Z,USA:CA,USA:CA,2019,
E.coli and Shigella,Bovine,,2019-11-14T22:30:39Z,USA:WI,USA:WI,2019,
E.coli and Shigella,Bovine,,2019-11-14T22:30:39Z,USA:OH,USA:OH,2019,
E.coli and Shigella,Bovine,,2019-11-14T22:30:40Z,USA:NE,USA:NE,2019,
E.coli and Shigella,Bovine,,2019-11-22T23:31:44Z,USA:CA,USA:CA,2019,
E.coli and Shigella,Bovine,,2019-11-22T23:31:45Z,USA:IA,USA:IA,2019,
E.coli and Shigella,Bovine,,2019-11-22T23:31:46Z,USA:TX,USA:TX,2019,
E.coli and Shigella,Bovine,,2019-11-22T23:31:48Z,USA:SD,USA:SD,2019,
E.coli and Shigella,Bovine,,2019-11-22T23:31:48Z,USA:CA,USA:CA,2019,
E.coli and Shigella,Bovine,,2019-11-22T23:31:49Z,USA:VT,USA:VT,2019,
E.coli and Shigella,Bovine,,2019-11-22T23:31:49Z,USA:WI,USA:WI,2019,
E.coli and Shigella,Cattle,animal,2019-11-27T12:27:44Z,USA:CA,,2019-11,
E.coli and Shigella,Cattle,animal,2019-11-27T12:27:44Z,USA:CA,,2019-11,
E.coli and Shigella,Cattle,animal,2019-11-27T12:27:44Z,USA:CA,,2019-11,
E.coli and Shigella,Cattle,animal,2019-11-27T12:27:45Z,USA:CA,,2019-11,
E.coli and Shigella,Cattle,animal,2019-11-27T12:27:45Z,USA:CA,,2019-11,
E.coli and Shigella,Cattle,animal,2019-11-27T12:27:45Z,USA:CA,,2019-11,
E.coli and Shigella,Cattle,animal,2019-11-27T12:27:46Z,USA:CA,,2019-11,
E.coli and Shigella,Cattle,animal,2019-11-27T12:27:46Z,USA:CA,,2019-11,
E.coli and Shigella,Cattle,animal,2019-11-27T12:27:46Z,USA:CA,,2019-11,
E.coli and Shigella,Cattle,animal,2019-11-27T12:27:46Z,USA:CA,,2019-11,
E.coli and Shigella,Cattle,animal,2019-11-27T12:27:47Z,USA:CA,,2019-11,
E.coli and Shigella,Cattle,animal,2019-11-28T13:27:16Z,USA:CA,,2019-11,
E.coli and Shigella,cattle,,2019-12-03T19:52:07Z,USA: California,,9/24/2012,
E.coli and Shigella,Bovine,,2019-12-10T23:27:37Z,USA:GA,USA:GA,2019,
E.coli and Shigella,Bovine,,2019-12-10T23:27:51Z,USA:ME,USA:ME,2019,
E.coli and Shigella,Bovine,,2019-12-10T23:27:51Z,USA:FL,USA:FL,2019,
E.coli and Shigella,Bovine,,2019-12-10T23:27:53Z,USA:WI,USA:WI,2019,
E.coli and Shigella,Bovine,,2019-12-10T23:27:54Z,USA:CA,USA:CA,2019,
E.coli and Shigella,Bovine,,2019-12-11T11:26:53Z,USA:TX,USA:TX,2019,
E.coli and Shigella,Bovine,,2019-12-11T11:26:53Z,USA:KS,USA:KS,2019,
E.coli and Shigella,Bovine,,2019-12-11T11:26:55Z,USA:TX,USA:TX,2019,
E.coli and Shigella,Bovine,,2019-12-11T11:26:56Z,USA:TX,USA:TX,2019,
E.coli and Shigella,Bovine,,2019-12-11T11:26:59Z,USA:NE,USA:NE,2019,
E.coli and Shigella,Bovine,,2019-12-11T11:27:26Z,USA:SD,USA:SD,2019,
E.coli and Shigella,Bovine,,2019-12-14T12:49:54Z,USA:IA,USA:IA,2019,
E.coli and Shigella,Bovine,,2019-12-14T12:49:55Z,USA:UT,USA:UT,2019,
E.coli and Shigella,Bovine,,2019-12-14T12:49:58Z,USA:MI,USA:MI,2019,
E.coli and Shigella,Bovine,,2019-12-14T12:50:00Z,USA:MN,USA:MN,2019,
E.coli and Shigella,Bovine,,2019-12-14T12:50:03Z,USA:NE,USA:NE,2019,
E.coli and Shigella,Bovine,,2019-12-15T00:10:42Z,USA:NY,USA:NY,2019,
E.coli and Shigella,Bovine,,2019-12-14T03:27:28Z,Netherlands,,2018,
E.coli and Shigella,Bovine,,2019-12-14T03:29:09Z,Netherlands,,2017,
E.coli and Shigella,Bovine,,2019-12-14T03:31:17Z,Netherlands,,2013,
E.coli and Shigella,Bovine,,2019-12-14T03:33:04Z,Netherlands,,2017,
E.coli and Shigella,Bovine,,2019-12-14T03:34:11Z,Netherlands,,2017,
E.coli and Shigella,Bovine,,2019-12-14T03:34:16Z,Netherlands,,2017,
E.coli and Shigella,Bovine,,2019-12-14T03:35:06Z,Netherlands,,2010,
E.coli and Shigella,Bovine,,2019-12-14T03:35:12Z,Netherlands,,2017,
E.coli and Shigella,Bovine,,2019-12-14T03:36:11Z,Netherlands,,2010,
E.coli and Shigella,Bovine,,2019-12-14T03:36:15Z,Netherlands,,2010,
E.coli and Shigella,Bovine,,2019-12-14T03:37:09Z,Netherlands,,2010,
E.coli and Shigella,Bovine,,2019-12-14T03:37:14Z,Netherlands,,2010,
E.coli and Shigella,Bovine,,2019-12-14T03:38:04Z,Netherlands,,2010,
E.coli and Shigella,Bovine,,2019-12-14T03:38:11Z,Netherlands,,2010,
E.coli and Shigella,Bovine,,2019-12-14T03:40:13Z,Netherlands,,2010,
E.coli and Shigella,Bovine,,2019-12-14T03:40:25Z,Netherlands,,2010,
E.coli and Shigella,Bovine,,2019-12-14T03:43:06Z,Netherlands,,2011,
E.coli and Shigella,Bovine,,2019-12-14T03:44:13Z,Netherlands,,2011,
E.coli and Shigella,Bovine,,2019-12-14T03:44:17Z,Netherlands,,2017,
E.coli and Shigella,Bovine,,2019-12-14T03:45:13Z,Netherlands,,2011,
E.coli and Shigella,Bovine,,2019-12-14T03:45:18Z,Netherlands,,2011,
E.coli and Shigella,Bovine,,2019-12-14T03:46:04Z,Netherlands,,2011,
E.coli and Shigella,Bovine,,2019-12-14T03:47:05Z,Netherlands,,2011,
E.coli and Shigella,Bovine,,2019-12-14T03:48:07Z,Netherlands,,2017,
E.coli and Shigella,Bovine,,2019-12-14T03:52:09Z,Netherlands,,2013,
E.coli and Shigella,Bovine,,2019-12-14T04:17:06Z,Netherlands,,2015,
E.coli and Shigella,Bovine,,2019-12-14T04:43:21Z,Netherlands,,2016,
E.coli and Shigella,Bovine,,2019-12-14T04:46:24Z,Netherlands,,2016,
E.coli and Shigella,Bovine,,2019-12-14T04:47:17Z,Netherlands,,2016,
E.coli and Shigella,Bovine,,2019-12-14T04:48:19Z,Netherlands,,2016,
E.coli and Shigella,Bovine,,2019-12-18T12:27:09Z,USA:PA,USA:PA,2019,
E.coli and Shigella,Bovine,,2019-12-18T12:27:09Z,USA:TX,USA:TX,2019,
E.coli and Shigella,Bovine,,2019-12-18T12:27:10Z,USA:IL,USA:IL,2019,
E.coli and Shigella,Bovine,,2019-12-18T12:27:12Z,USA:PA,USA:PA,2019,
E.coli and Shigella,Bovine,,2019-12-18T12:27:12Z,USA:CO,USA:CO,2019,
E.coli and Shigella,Bovine,,2019-12-18T12:27:12Z,USA:TX,USA:TX,2019,
E.coli and Shigella,Bovine,,2019-12-18T12:27:13Z,USA:KS,USA:KS,2019,
E.coli and Shigella,Bovine,,2019-12-18T12:27:13Z,USA:CA,USA:CA,2019,
E.coli and Shigella,Bovine,,2019-12-18T12:27:14Z,USA:MT,USA:MT,2019,
E.coli and Shigella,Cattle,,2019-12-18T04:33:16Z,Tanzania,,6/25/2015,
E.coli and Shigella,Bovine,,2019-12-30T18:27:15Z,USA:KS,USA:KS,2019,
E.coli and Shigella,Bovine,,2019-12-30T19:28:04Z,USA:VT,USA:VT,2019,
E.coli and Shigella,Bovine,,2019-12-30T19:28:05Z,USA:VT,USA:VT,2019,
E.coli and Shigella,Bovine,,2019-12-30T19:28:07Z,USA:TX,USA:TX,2019,
E.coli and Shigella,Bovine,,2019-12-30T19:28:07Z,USA:NE,USA:NE,2019,
E.coli and Shigella,Cattle,,2019-12-19T03:38:24Z,Tanzania,,6/25/2015,
E.coli and Shigella,Cattle,,2019-12-19T03:39:27Z,Tanzania,,6/25/2015,
E.coli and Shigella,Cattle,,2019-12-19T03:39:40Z,Tanzania,,6/25/2015,
E.coli and Shigella,Cattle,,2019-12-19T03:41:18Z,Tanzania,,6/25/2015,
E.coli and Shigella,Cattle,,2019-12-19T04:24:11Z,Tanzania,,6/25/2015,
E.coli and Shigella,Cattle,,2019-12-19T04:26:08Z,Tanzania,,6/25/2015,
E.coli and Shigella,Cattle,,2019-12-19T04:56:08Z,Tanzania,,6/25/2015,
E.coli and Shigella,cattle,,2019-12-24T04:26:56Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:27:01Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:27:08Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:27:06Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:28:07Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:28:15Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:28:20Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:28:24Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:28:29Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:28:36Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:29:06Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:29:11Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:29:16Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:29:21Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:29:26Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:30:10Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:30:16Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:30:22Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:30:27Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:30:31Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:32:06Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:32:12Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:32:19Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:32:24Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:32:29Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:32:35Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:33:02Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-24T04:42:25Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2019-12-25T04:04:20Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2019-12-25T04:19:05Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2019-12-25T04:19:15Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2019-12-25T04:24:05Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2019-12-25T04:24:17Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2019-12-25T04:24:51Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2019-12-25T04:26:14Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2019-12-25T04:26:20Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2019-12-25T04:26:31Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2019-12-25T04:26:38Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2019-12-25T04:26:42Z,Tanzania,,,
E.coli and Shigella,cattle,,2019-12-25T04:29:06Z,Tanzania,,,
E.coli and Shigella,Bovine,,2020-01-11T21:26:34Z,USA:PA,USA:PA,2019,
E.coli and Shigella,Bovine,,2020-01-11T21:26:34Z,USA:KS,USA:KS,2019,
E.coli and Shigella,Bovine,,2020-01-11T21:26:35Z,USA:OH,USA:OH,2019,
E.coli and Shigella,Bovine,,2020-01-13T22:28:20Z,USA:WI,USA:WI,2019,
E.coli and Shigella,Bovine,,2020-01-13T22:28:21Z,USA:KS,USA:KS,2019,
E.coli and Shigella,Bovine,,2020-01-13T22:28:23Z,USA:CA,USA:CA,2019,
E.coli and Shigella,Bovine,,2020-01-13T22:28:23Z,USA:NJ,USA:NJ,2019,
E.coli and Shigella,Bovine,,2020-01-13T22:28:24Z,USA:VA,USA:VA,2019,
E.coli and Shigella,Bovine,,2020-01-13T22:28:25Z,USA:IA,USA:IA,2019,
E.coli and Shigella,Bovine,,2020-01-13T22:28:26Z,USA:NE,USA:NE,2019,
E.coli and Shigella,Bovine,,2020-01-13T22:28:27Z,USA:ID,USA:ID,2019,
E.coli and Shigella,Bovine,,2020-01-13T22:28:30Z,USA:SC,USA:SC,2019,
E.coli and Shigella,Bovine,,2020-01-13T22:28:33Z,USA:WA,USA:WA,2019,
E.coli and Shigella,Bovine,,2020-01-13T22:28:34Z,USA:SC,USA:SC,2019,
E.coli and Shigella,cattle,,2019-12-31T16:19:07Z,Bangladesh,,3/21/2016,
E.coli and Shigella,cattle,,2019-12-31T16:20:07Z,Bangladesh,,3/21/2016,
E.coli and Shigella,cattle,,2019-12-31T16:20:07Z,Bangladesh,,3/20/2016,
E.coli and Shigella,cattle,,2019-12-31T16:21:08Z,Bangladesh,,3/7/2016,
E.coli and Shigella,cattle,,2019-12-31T16:21:26Z,Bangladesh,,3/7/2016,
E.coli and Shigella,cattle,,2019-12-31T16:22:10Z,Bangladesh,,3/6/2016,
E.coli and Shigella,cattle,,2019-12-31T16:23:07Z,Bangladesh,,3/6/2016,
E.coli and Shigella,cattle,,2019-12-31T16:23:27Z,Bangladesh,,2/29/2016,
E.coli and Shigella,cattle,,2019-12-31T16:23:43Z,Bangladesh,,2/29/2016,
E.coli and Shigella,cattle,,2019-12-31T16:25:08Z,Bangladesh,,2/28/2016,
E.coli and Shigella,cattle,,2019-12-31T16:25:44Z,Bangladesh,,2/23/2016,
E.coli and Shigella,cattle,,2019-12-31T16:26:05Z,Bangladesh,,2/15/2016,
E.coli and Shigella,cattle,,2019-12-31T16:26:16Z,Bangladesh,,2/8/2016,
E.coli and Shigella,cattle,,2020-01-01T04:19:45Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-01-01T04:21:10Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-01-01T04:23:20Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-01-01T04:23:33Z,Tanzania,,,
E.coli and Shigella,cattle,,2020-01-01T04:30:19Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2020-07-27T14:40:41Z,France,,5/3/2004,
E.coli and Shigella,Bos taurus,,2020-07-27T14:40:44Z,France,,5/3/2007,
E.coli and Shigella,Bos taurus,,2020-07-27T14:40:44Z,France,,1/15/2010,
E.coli and Shigella,Bos taurus,,2020-07-27T14:40:45Z,France,,1/20/2010,
E.coli and Shigella,calf,,2020-01-17T04:02:33Z,USA:Wisconsin,,7/16/1996,
E.coli and Shigella,calf,,2020-01-17T04:02:41Z,USA: Wisconsin,,5/14/1996,
E.coli and Shigella,bovine,,2020-01-17T04:28:06Z,France,,9/8/2017,
E.coli and Shigella,bovine,,2020-01-17T04:28:11Z,France,,2/28/2017,
E.coli and Shigella,bovine,,2020-01-17T04:28:18Z,France,,4/12/2017,
E.coli and Shigella,bovine,,2020-01-17T04:28:23Z,France,,12/16/2016,
E.coli and Shigella,bovine,,2020-01-17T04:28:30Z,France,,10/14/2016,
E.coli and Shigella,bovine,,2020-01-17T04:28:39Z,France,,8/24/2016,
E.coli and Shigella,bovine,,2020-01-17T04:28:47Z,France,,11/30/2016,
E.coli and Shigella,bovine,,2020-01-17T04:28:54Z,France,,7/15/2016,
E.coli and Shigella,bovine,,2020-01-17T04:29:00Z,France,,4/20/2016,
E.coli and Shigella,bovine,,2020-01-17T04:29:06Z,France,,4/19/2016,
E.coli and Shigella,bovine,,2020-01-17T04:30:20Z,France,,2/1/2016,
E.coli and Shigella,bovine,,2020-01-17T04:30:35Z,France,,1/25/2016,
E.coli and Shigella,bovine,,2020-01-17T04:30:41Z,France,,4/21/2016,
E.coli and Shigella,bovine,,2020-01-17T04:30:47Z,France,,2/19/2016,
E.coli and Shigella,bovine,,2020-01-17T04:30:53Z,France,,11/1/2015,
E.coli and Shigella,bovine,,2020-01-17T04:31:00Z,France,,12/21/2015,
E.coli and Shigella,bovine,,2020-01-17T04:31:05Z,France,,11/27/2015,
E.coli and Shigella,bovine,,2020-01-17T04:31:11Z,France,,3/2/2015,
E.coli and Shigella,bovine,,2020-01-17T04:32:07Z,France,,7/3/2014,
E.coli and Shigella,bovine,,2020-01-17T04:32:14Z,France,,6/3/2014,
E.coli and Shigella,bovine,,2020-01-17T04:32:19Z,France,,6/3/2014,
E.coli and Shigella,bovine,,2020-01-17T04:32:26Z,France,,7/3/2014,
E.coli and Shigella,bovine,,2020-01-17T04:32:32Z,France,,4/22/2014,
E.coli and Shigella,bovine,,2020-01-17T04:32:38Z,France,,6/3/2014,
E.coli and Shigella,bovine,,2020-01-17T04:32:43Z,France,,4/29/2014,
E.coli and Shigella,bovine,,2020-01-17T04:32:48Z,France,,4/29/2014,
E.coli and Shigella,bovine,,2020-01-17T04:33:07Z,France,,3/20/2012,
E.coli and Shigella,bovine,,2020-01-17T04:33:12Z,France,,2/9/2011,
E.coli and Shigella,bovine,,2020-01-17T04:34:09Z,France,,12/6/2013,
E.coli and Shigella,bovine,,2020-01-17T04:34:14Z,France,,11/21/2013,
E.coli and Shigella,bovine,,2020-01-17T04:34:20Z,France,,12/18/2013,
E.coli and Shigella,bovine,,2020-01-17T04:34:25Z,France,,4/8/2014,
E.coli and Shigella,Bos taurus,,2020-01-17T21:03:18Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2020-01-17T21:03:25Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2020-01-17T21:03:29Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2020-01-17T21:03:27Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2020-01-17T21:03:30Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2020-01-17T21:03:32Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2020-01-17T21:04:03Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2020-01-17T21:04:05Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2020-01-17T21:04:02Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2020-01-17T21:04:14Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2020-01-17T21:04:08Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2020-01-17T21:04:14Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2020-01-17T21:04:13Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2020-01-17T21:04:13Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2020-01-17T21:04:19Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2020-01-17T21:04:15Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2020-01-17T21:04:17Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2020-01-17T21:04:19Z,Tanzania,,,
E.coli and Shigella,Bos taurus,,2020-01-17T21:04:17Z,Tanzania,,,
E.coli and Shigella,bovine,,2020-01-27T14:14:17Z,France,,11/27/2015,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:24Z,USA:PR,Not Provided,3/5/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:24Z,USA:PR,Not Provided,1/19/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:24Z,USA:PR,Not Provided,10/4/2018,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:25Z,USA:PR,Not Provided,3/12/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:25Z,USA:PR,Not Provided,10/18/2018,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:25Z,USA:PR,Not Provided,3/12/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:26Z,USA:PR,Not Provided,3/5/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:26Z,USA:PR,Not Provided,3/5/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:26Z,USA:PR,Not Provided,1/19/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:27Z,USA:PR,Not Provided,1/19/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:27Z,USA:PR,Not Provided,3/5/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:29Z,USA:PR,Not Provided,1/19/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:29Z,USA:PR,Not Provided,1/19/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:30Z,USA:PR,Not Provided,3/12/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:31Z,USA:PR,Not Provided,3/5/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:31Z,USA:PR,Not Provided,3/5/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:31Z,USA:PR,Not Provided,3/12/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:32Z,USA:PR,Not Provided,3/5/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:32Z,USA:PR,Not Provided,10/18/2018,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:33Z,USA:PR,Not Provided,1/19/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:33Z,USA:PR,Not Provided,1/19/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:34Z,USA:PR,Not Provided,1/19/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:34Z,USA:PR,Not Provided,3/5/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:34Z,USA:PR,Not Provided,1/19/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:34Z,USA:PR,Not Provided,3/5/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:35Z,USA:PR,Not Provided,1/19/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:36Z,USA:PR,Not Provided,3/5/2019,
E.coli and Shigella,bovine,animal,2020-01-29T22:11:36Z,USA:PR,Not Provided,3/5/2019,
E.coli and Shigella,bovine,animal,2020-01-30T18:11:49Z,USA:PR,Not Provided,3/12/2019,
E.coli and Shigella,bovine,animal,2020-01-30T18:11:53Z,USA:PR,Not Provided,3/12/2019,
E.coli and Shigella,bovine,animal,2020-01-30T19:12:47Z,USA:PR,Not Provided,1/19/2019,
E.coli and Shigella,bovine,animal,2020-01-30T19:12:48Z,USA:PR,Not Provided,1/19/2019,
E.coli and Shigella,bovine,animal,2020-01-30T19:12:50Z,USA:PR,Not Provided,3/12/2019,
